Q9M2U3	GO:0046872	1	
Q9M2U3	GO:0005634	1	
Q9M2U3	GO:0016787	1	
Q9M2U3	GO:0004518	1	
Q9M2U3	GO:0004518	0.123	Transposase-derived protein that may have nuclease activity.
P28493	GO:0048046	1	
P28493	GO:0005576	1	
P28493	GO:0006952	1	
P28493	Text	0.123	Partially responsible for acquired pathogen resistance.
Q15007	GO:0005634	1	
Q15007	GO:0000381	1	
Q15007	GO:0005737	1	
Q15007	GO:0016556	1	
Q15007	GO:0006397	1	
Q15007	GO:0008380	1	
Q15007	GO:0005654	1	
Q15007	GO:0016607	1	
Q15007	Text	0.123	"Associated component of the WMM complex, a complex that mediates N6-methyladenosine (m6A) methylation of RNAs, a modification that plays a role in the efficiency of mRNA splicing and RNA processing."
Q15007	Text	0.123	"Required for accumulation of METTL3 and METTL14 to nuclear speckle (PubMed:24316715, PubMed:24407421, PubMed:24981863)."
Q15007	Text	0.123	Acts as a mRNA splicing regulator (PubMed:12444081).
Q15007	Text	0.123	"Regulates G2/M cell-cycle transition by binding to the 3' UTR of CCNA2, which enhances its stability (PubMed:17088532)."
Q15007	Text	0.123	Impairs WT1 DNA-binding ability and inhibits expression of WT1 target genes (PubMed:17095724).
P07998	GO:0004540	1	
P07998	GO:0050830	1	
P07998	GO:0003676	1	
P07998	GO:0005576	1	
P07998	GO:0016787	1	
P07998	GO:0016829	1	
P07998	GO:0004518	1	
P07998	GO:0004519	1	
P07998	GO:0004522	1	
Q969H0	GO:0005737	1	
Q9ZT16	GO:0098552	1	
Q9ZT16	GO:0005886	1	
Q9ZT16	GO:0016020	1	
Q1G3U5	GO:0040008	1	
Q1G3U5	GO:0009630	1	
Q1G3U5	GO:0003674	1	
P54144	GO:0016020	1	
P54144	GO:0008519	1	
P54144	GO:0072488	1	
P54144	GO:0005886	1	
Q9JMA2	GO:0042803	1	
Q9JMA2	GO:0046982	1	
Q9JMA2	GO:0008479	1	
Q9JMA2	GO:0006400	1	
Q9JMA2	GO:0101030	1	
Q9JMA2	GO:0046872	1	
Q9JMA2	GO:0005634	1	
Q9JMA2	GO:0005737	1	
Q9JMA2	GO:0005739	1	
Q9JMA2	GO:0005741	1	
Q9JMA2	GO:0016740	1	
Q9JMA2	GO:0016020	1	
Q9JMA2	GO:0016757	1	
Q9JMA2	GO:0008033	1	
Q9JMA2	GO:0120507	1	
Q9JMA2	GO:1990234	1	
Q9HDU2	GO:0005829	1	
Q9HDU2	GO:0004335	1	
Q9HDU2	GO:0006012	1	
Q9HDU2	GO:0016301	1	
Q9HDU2	GO:0005737	1	
Q9HDU2	GO:0005524	1	
Q9HDU2	GO:0016773	1	
Q9HDU2	GO:0046835	1	
Q9HDU2	GO:0000166	1	
Q9HDU2	GO:0016740	1	
Q0WPF2	GO:0000993	1	
Q0WPF2	GO:0003729	1	
Q0WPF2	GO:0031124	1	
Q0WPF2	GO:0006369	1	
Q0WPF2	GO:0046872	1	
Q0WPF2	GO:0005634	1	
Q0WPF2	GO:0005737	1	
Q0WPF2	GO:0008270	1	
Q0WPF2	GO:0006397	1	
Q0WPF2	GO:0009908	1	
Q9XFJ8	GO:0015031	1	
Q9XFJ8	GO:0043953	1	
Q9XFJ8	GO:0016020	1	
Q9XFJ8	GO:0009507	1	
Q9XFJ8	GO:0009536	1	
Q9XFJ8	GO:0009579	1	
Q9XFJ8	GO:0009535	1	
Q06104	GO:0003674	1	
Q06104	GO:0000139	1	
Q06104	GO:0010008	1	
Q06104	GO:0005768	1	
Q06104	GO:0005794	1	
Q06104	GO:0016020	1	
P54121	GO:0016740	1	
P54121	GO:0016746	1	
P52480	GO:0035402	1	
P52480	GO:0042803	1	
P52480	GO:0004713	1	
P52480	GO:0005634	1	
P52480	GO:0045944	1	
P52480	GO:0003713	1	
P52480	GO:0006338	1	
Q05934	GO:0008270	1	
Q05934	GO:0003677	1	
Q05934	GO:0015031	1	
Q05934	GO:0046872	1	
Q05934	GO:0005634	1	
Q05934	GO:0005886	1	
Q05934	GO:0016020	1	
Q05934	GO:0005773	1	
P03170	GO:0052031	1	
P03170	GO:0042025	1	
P03170	GO:0039504	1	
P03170	GO:0039588	1	
P03170	GO:0030430	1	
Q9Y468	GO:0042393	1	
Q9Y468	GO:0045892	1	
Q9Y468	GO:0005634	1	
Q9Y468	GO:0003682	1	
Q9Y468	GO:0008270	1	
Q9Y468	GO:0006355	1	
Q9Y468	GO:0046872	1	
Q9Y468	GO:0006325	1	
Q9Y468	GO:0051726	1	
Q9BXF6	GO:0045335	1	
Q9BXF6	GO:0055037	1	
Q9BXF6	GO:0045055	1	
Q9BXF6	GO:0005739	1	
Q9BXF6	GO:0005769	1	
Q9BXF6	GO:0030141	1	
Q9BXF6	GO:0005794	1	
Q9BXF6	GO:0035773	1	
Q9BXF6	GO:0031267	1	
Q9BXF6	GO:0015031	1	
Q9BXF6	GO:0005737	1	
Q9BXF6	GO:0005768	1	
Q9BXF6	GO:0016020	1	
Q9BXF6	GO:0031410	1	
Q9BXF6	GO:0031901	1	
Q9BXF6	GO:0031966	1	
Q9BXF6	GO:0055038	1	
